# soft_gypsilab
180	0	0.009887
190	0	0.009887
200	0	0.009887
210	0	0.009886
220	0	0.009886
230	0	0.009886
240	0	0.009886
250	0	0.009887
260	0	0.009887
270	0	0.009886
280	0	0.009886
290	0	0.009886
300	0	0.009887
310	0	0.009887
320	0	0.009887
330	0	0.009887
340	0	0.009887
350	0	0.009886
0	0	0.009886
10	0	0.009886
20	0	0.009887
30	0	0.009887
40	0	0.009887
50	0	0.009887
60	0	0.009886
70	0	0.009886
80	0	0.009886
90	0	0.009887
100	0	0.009887
110	0	0.009887
120	0	0.009887
130	0	0.009887
140	0	0.009886
150	0	0.009886
160	0	0.009886
170	0	0.009886
180	0	0.009887
180	10	0.009885
190	10	0.009885
200	10	0.009885
210	10	0.009885
220	10	0.009886
230	10	0.009886
240	10	0.009887
250	10	0.009887
260	10	0.009887
270	10	0.009886
280	10	0.009886
290	10	0.009886
300	10	0.009887
310	10	0.009888
320	10	0.009889
330	10	0.009889
340	10	0.009888
350	10	0.009887
0	10	0.009887
10	10	0.009887
20	10	0.009887
30	10	0.009887
40	10	0.009887
50	10	0.009886
60	10	0.009886
70	10	0.009886
80	10	0.009886
90	10	0.009887
100	10	0.009888
110	10	0.009888
120	10	0.009889
130	10	0.009888
140	10	0.009886
150	10	0.009885
160	10	0.009884
170	10	0.009884
180	10	0.009885
180	20	0.009882
190	20	0.009882
200	20	0.009882
210	20	0.009883
220	20	0.009884
230	20	0.009885
240	20	0.009887
250	20	0.009888
260	20	0.009887
270	20	0.009886
280	20	0.009886
290	20	0.009886
300	20	0.009887
310	20	0.009888
320	20	0.009887
330	20	0.009887
340	20	0.009886
350	20	0.009885
0	20	0.009884
10	20	0.009884
20	20	0.009885
30	20	0.009885
40	20	0.009885
50	20	0.009885
60	20	0.009885
70	20	0.009886
80	20	0.009886
90	20	0.009887
100	20	0.009888
110	20	0.009889
120	20	0.009889
130	20	0.009888
140	20	0.009885
150	20	0.009883
160	20	0.009882
170	20	0.009881
180	20	0.009882
180	30	0.009878
190	30	0.009878
200	30	0.009879
210	30	0.009879
220	30	0.009881
230	30	0.009883
240	30	0.009886
250	30	0.009888
260	30	0.009888
270	30	0.009886
280	30	0.009885
290	30	0.009886
300	30	0.009886
310	30	0.009884
320	30	0.009882
330	30	0.009880
340	30	0.009880
350	30	0.009879
0	30	0.009879
10	30	0.009880
20	30	0.009881
30	30	0.009881
40	30	0.009882
50	30	0.009883
60	30	0.009884
70	30	0.009885
80	30	0.009886
90	30	0.009887
100	30	0.009888
110	30	0.009889
120	30	0.009888
130	30	0.009885
140	30	0.009881
150	30	0.009879
160	30	0.009878
170	30	0.009878
180	30	0.009878
180	40	0.009878
190	40	0.009878
200	40	0.009878
210	40	0.009877
220	40	0.009878
230	40	0.009881
240	40	0.009885
250	40	0.009888
260	40	0.009888
270	40	0.009886
280	40	0.009885
290	40	0.009885
300	40	0.009883
310	40	0.009880
320	40	0.009877
330	40	0.009876
340	40	0.009876
350	40	0.009877
0	40	0.009878
10	40	0.009878
20	40	0.009879
30	40	0.009879
40	40	0.009880
50	40	0.009881
60	40	0.009883
70	40	0.009885
80	40	0.009886
90	40	0.009887
100	40	0.009888
110	40	0.009888
120	40	0.009885
130	40	0.009880
140	40	0.009877
150	40	0.009876
