0	0.051818
1	0.051728
2	0.051577
3	0.051367
4	0.051098
5	0.050771
6	0.050387
7	0.049947
8	0.049452
9	0.048905
10	0.048306
11	0.047658
12	0.046962
13	0.046221
14	0.045437
15	0.044613
16	0.043750
17	0.042852
18	0.041922
19	0.040962
20	0.039974
21	0.038964
22	0.037932
23	0.036883
24	0.035819
25	0.034745
26	0.033663
27	0.032576
28	0.031489
29	0.030404
30	0.029325
31	0.028255
32	0.027199
33	0.026158
34	0.025138
35	0.024140
36	0.023169
37	0.022229
38	0.021321
39	0.020450
40	0.019619
41	0.018831
42	0.018087
43	0.017392
44	0.016746
45	0.016151
46	0.015610
47	0.015121
48	0.014686
49	0.014304
50	0.013972
51	0.013690
52	0.013453
53	0.013260
54	0.013106
55	0.012987
56	0.012900
57	0.012838
58	0.012800
59	0.012779
60	0.012772
61	0.012777
62	0.012789
63	0.012805
64	0.012823
65	0.012841
66	0.012857
67	0.012869
68	0.012877
69	0.012878
70	0.012873
71	0.012861
72	0.012841
73	0.012815
74	0.012780
75	0.012739
76	0.012690
77	0.012636
78	0.012575
79	0.012508
80	0.012437
81	0.012361
82	0.012282
83	0.012199
84	0.012114
85	0.012028
86	0.011941
87	0.011853
88	0.011765
89	0.011678
90	0.011592
91	0.011508
92	0.011427
93	0.011347
94	0.011271
95	0.011197
96	0.011127
97	0.011060
98	0.010997
99	0.010938
100	0.010882
101	0.010830
102	0.010781
103	0.010736
104	0.010695
105	0.010656
106	0.010621
107	0.010588
108	0.010558
109	0.010530
110	0.010505
111	0.010482
112	0.010460
113	0.010440
114	0.010421
115	0.010404
116	0.010388
117	0.010372
118	0.010357
119	0.010343
120	0.010329
121	0.010315
122	0.010302
123	0.010289
124	0.010276
125	0.010262
126	0.010249
127	0.010236
128	0.010222
129	0.010209
130	0.010195
131	0.010181
132	0.010167
133	0.010153
134	0.010139
135	0.010124
136	0.010110
137	0.010096
138	0.010081
139	0.010067
140	0.010053
141	0.010039
142	0.010025
143	0.010011
144	0.009998
145	0.009985
146	0.009972
147	0.009959
148	0.009947
149	0.009935
150	0.009923
151	0.009912
152	0.009901
153	0.009891
154	0.009880
155	0.009871
156	0.009862
157	0.009853
158	0.009845
159	0.009837
160	0.009829
161	0.009822
162	0.009816
163	0.009810
164	0.009804
165	0.009799
166	0.009794
167	0.009789
168	0.009785
169	0.009781
170	0.009778
171	0.009775
172	0.009773
173	0.009770
174	0.009768
175	0.009767
176	0.009766
177	0.009765
178	0.009764
179	0.009764
180	0.009764
181	0.009764
182	0.009765
183	0.009766
184	0.009768
185	0.009770
186	0.009772
187	0.009775
188	0.009777
189	0.009781
190	0.009784
191	0.009788
192	0.009793
193	0.009798
194	0.009803
195	0.009809
196	0.009815
197	0.009821
198	0.009828
199	0.009836
200	0.009843
201	0.009852
202	0.009860
203	0.009870
204	0.009879
205	0.009889
206	0.009900
207	0.009910
208	0.009922
209	0.009933
210	0.009945
211	0.009958
212	0.009970
213	0.009983
214	0.009997
215	0.010010
216	0.010024
217	0.010038
218	0.010052
219	0.010066
220	0.010080
221	0.010095
222	0.010109
223	0.010124
224	0.010138
225	0.010152
226	0.010166
227	0.010180
228	0.010194
229	0.010208
230	0.010222
231	0.010235
232	0.010249
233	0.010262
234	0.010276
235	0.010289
236	0.010302
237	0.010316
238	0.010329
239	0.010343
240	0.010358
241	0.010373
242	0.010388
243	0.010405
244	0.010422
245	0.010441
246	0.010461
247	0.010482
248	0.010506
249	0.010531
250	0.010559
251	0.010589
252	0.010621
253	0.010657
254	0.010695
255	0.010737
256	0.010782
257	0.010831
258	0.010883
259	0.010938
260	0.010998
261	0.011061
262	0.011127
263	0.011197
264	0.011270
265	0.011347
266	0.011426
267	0.011507
268	0.011591
269	0.011677
270	0.011763
271	0.011851
272	0.011938
273	0.012026
274	0.012112
275	0.012196
276	0.012278
277	0.012358
278	0.012433
279	0.012504
280	0.012571
281	0.012631
282	0.012686
283	0.012734
284	0.012776
285	0.012810
286	0.012836
287	0.012856
288	0.012868
289	0.012873
290	0.012871
291	0.012864
292	0.012852
293	0.012836
294	0.012818
295	0.012800
296	0.012783
297	0.012772
298	0.012767
299	0.012774
300	0.012795
301	0.012834
302	0.012895
303	0.012983
304	0.013102
305	0.013256
306	0.013449
307	0.013686
308	0.013968
309	0.014300
310	0.014683
311	0.015118
312	0.015607
313	0.016148
314	0.016743
315	0.017389
316	0.018084
317	0.018828
318	0.019616
319	0.020447
320	0.021318
321	0.022226
322	0.023166
323	0.024137
324	0.025134
325	0.026155
326	0.027195
327	0.028252
328	0.029322
329	0.030401
330	0.031485
331	0.032573
332	0.033659
333	0.034741
334	0.035816
335	0.036879
336	0.037929
337	0.038960
338	0.039971
339	0.040958
340	0.041919
341	0.042849
342	0.043747
343	0.044610
344	0.045434
345	0.046218
346	0.046960
347	0.047655
348	0.048304
349	0.048903
350	0.049451
351	0.049945
352	0.050386
353	0.050770
354	0.051097
355	0.051366
356	0.051577
357	0.051728
358	0.051818
359	0.051849
